GMS,Guimaraes,BR
IMP,Imperatriz,BR
PHI,Pinheiro,BR
PDR,Presidente Dutra,BR
SLZ,Mal. Cunha Machado,BR
AMJ,Almenara,BR
AAX,Araxa,BR
CNF,Tancredo Neves Intl,BR
BHZ,All airports,BR
PLU,Pampulha,BR
NBV,Cana Brava,BR
DIQ,Divinopolis,BR
ESI,Espinosa,BR
GVR,Governador Valadares,BR
IPN,Usiminas,BR
ITI,Itambacuri,BR
JNA,Januaria,BR
JDF,Francisco De Assis,BR
LEP,Leopoldina,BR
MOC,Montes Claros,BR
NNU,Nanuque,BR
PSW,Passos,BR
POJ,Patos De Minas,BR
PIV,Pirapora,BR
POO,Pocos De Caldas,BR
PPY,Pouso Alegre,BR
SSO,Sao Lourenco,BR
TFL,Teofilo Otoni,BR
UBA,Uberaba,BR
UDI,Eduardo Gomes,BR
VAG,Trompowsky,BR
CGR, Intl,BR
CSS,Cassilandia,BR
CMG, Intl,BR
DOU,Dourados,BR
ILB,Ilha Solteira,BR
PBB,Paranaiba,BR
PMG,Ponta Pora,BR
AFL,Alta Floresta,BR
AIR,Aripuana,BR
BPG,Barra Do Garcas,BR
CCX,Caceres,BR
CQA,Canarana Airport,BR
CFO,Confreza,BR
CGB,M. Rondon,BR
DMT,Diamantino,BR
AUB,Itauba,BR
JUA,Juara,BR
JIA,Juina,BR
JRN,Juruena,BR
MTG,Mato Grosso,BR
MBK,Matupa,BR
NOK,Nova Xavantina,BR
LCB,Pontes e Lacerda,BR
PBX,Porto Alegre Do Norte,BR
PBV,Porto Dos Gauchos,BR
ROO,Rondonopolis,BR
STZ,Confresa,BR
SXO,Sao Felix Do Araguaia,BR
OPS,Sinop,BR
SWM,Suia-Missu,BR
TGQ,Tangara da Serra,BR
VLP,Vila Rica,BR
ALT,Alenquer,BR
ATM,Altamira,BR
BEL,Val De Cans,BR
BVS,Breves,BR
CMT,Cameta,BR
CKS,Carajas,BR
CDJ,Conceicao Do Araguaia,BR
ITB,Itaituba,BR
JCR,Jacareacanga,BR
MAB,Maraba,BR
MTE,Monte Alegre,BR
MEU,Monte Dourado,BR
OBI,Obidos,BR
ORX,Oriximina,BR
OIA,Ourilandia,BR
PTQ,Porto de Moz,BR
PGG,Progresso,BR
RDC,Redencao,BR
CMP,Campo Alegre,BR
STM,Eduardo Gomes,BR
SXX,Sao Felix Do Xingu,BR
RRN,Serra Norte,BR
RSG,Serra Pelada,BR
SFK,Soure,BR
TMT,Trombetas,BR
TUZ,Tucuma,BR
TUR,Tucurui,BR
XIG,Xinguara,BR
CPV,Joao Suassuna,BR
JPA,Castro Pinto,BR
CAU,Caruaru,BR
PNZ, Intl,BR
REC,Guararapes Intl,BR
FLB,Cangapara,BR
GDP,Guadalupe,BR
PHB,Santos Dumont,BR
PCS,Picos,BR
THE,Teresina,BR
APU,Apucarana,BR
APX,Arapongas,BR
AAG,Arapoti,BR
CBW,Campo Mourao,BR
CAC,Cascavel,BR
CKO,Cornelio Procopio,BR
CWB,Afonso Pena,BR
BFH,Bacacheri,BR
FBE,Francisco Beltrao,BR
GPB,Tancredo T. Faria,BR
IGU,Cataratas,BR
LDB,Londrina,BR
MGF,Regional De Maringa,BR
PNG,Paranagua,BR
PVI,Paranavai,BR
PTO,Pato Branco,BR
PGZ,Sant'Ana,BR
TEC,Telemaco Borba,BR
TOW,Toledo,BR
UMU,Ernesto Geisel,BR
BZC,Buzios,BR
CFB,Cabo Frio,BR
CAW,Bartolomeu Lisandro,BR
ITP,Itaperuna,BR
MEA,Macae,BR
REZ,Resende,BR
SDU,Santos Dumont,BR
RIO,All airports,BR
GIG, Intl,BR
MVF,Dixsept Rosado,BR
NAT,Augusto Severo,BR
SNZ,Santa Cruz,BR
AQM,Ariquemes,BR
OAL,Cacoal,BR
CSW,Colorado do Oeste,BR
CQS,Costa Marques,BR
GJM,Guajara-Mirim,BR
JPR,Ji-Parana,BR
PBQ,Pimenta Bueno,BR
PVH,Belmonte,BR
BVH,Vilhena,BR
BVB,Boa Vista,BR
ALQ,Federal,BR
BGX,Bage,BR
BGV,Bento Goncalves,BR
CXJ,Campo Dos Bugres,BR
CZB,Carlos Ruhl,BR
ERM,Comandante Kraemer,BR
GCV,Gravatai,BR
HRZ,Horizontina,BR
IJU,J.Batista Bos Filho,BR
ITQ,Itaqui,BR
LVB,Dos Galpoes,BR
PFB,Passo Fundo,BR
PET,Federal,BR
POA,Salgado Filho,BR
RIG,Rio Grande,BR
CSU,Santa Cruz Do Sul,BR
RIA,Base Aerea,BR
SRA,Santa Rosa,BR
CTQ,Do Palmar,BR
GEL,Sepe Tiaraju,BR
SQY,Sao Lourenco Do Sul,BR
TSQ,Torres,BR
URG,Ruben Berta,BR
BNU,Blumenau,BR
CFC,Cacador,BR
XAP,Chapeco,BR
CCI,Concordia,BR
CCM,Criciuma,BR
FLN,Hercilio Luz,BR
JCB,Joacaba,BR
JOI,Cubatao,BR
LAJ,Lages,BR
LOI,Helmuth Baungartem,BR
NVT,Navegantes,BR
SQX,Sao Miguel Do Oeste,BR
VIA,Videira,BR
AXE,Xanxere,BR
AJU,Aracaju,BR
ARU,Aracatuba,BR
AQA,Araraquara,BR
ZFU,Aruja,BR
AIF,Assis,BR
BAT,Barretos,BR
BAU,Bauru,BR
BJP,Braganca Paulista,BR
CPQ,Campinas,BR
FRC,Franca,BR
GUJ,Guaratingueta,BR
JLS,Jales,BR
LIP,Lins,BR
MII,Dr Gastao Vidigal,BR
OUS,Ourinhos,BR
PPB,A. De Barros,BR
RAO,Leite Lopes,BR
SFV,Santa Fe Do Sul,BR
SSZ,Santos,BR
SJP,Sao Jose Do Rio Preto,BR
SJK,Sao Jose Dos Campos,BR
CGH,Congonhas,BR
GRU,Guarulhos Intl,BR
VCP,Viracopos,BR
SAO,All airports,BR
SOD,Sorocaba,BR
RWS,Sumare,BR
UBT,Ubatuba,BR
URB,Ernesto Pochler,BR
VOT,Votuporanga,BR
AUX,Araguaina,BR
AAI,Arraias,BR
DNO,Dianopolis,BR
GRP,Gurupi,BR
NTM,Miracema Do Norte,BR
PMW,Palmas,BR
PNB,Porto Nacional,BR
IDO,Santa Isabel do Morro,BR
ASD,Andros Town,BS
ATC,Arthur's Town,BS
NSB,North SPB,BS
BIM,Bimini,BS
CEL,Cape Eleuthera,BS
CXY,Cat Cays,BS
CAT,Cat Island,BS
CCZ,Chub Cay,BS
COX,Congo Town,BS
CRI,Crooked Island,BS
LGI,Deadmans Cay/Long Island,BS
DCT,Duncan Town,BS
FPO,Grand Bahama Intl,BS
GGT,Exuma International,BS
GHB,Governors Harbour,BS
GBI,Aux Ab,BS
GHC,Great Harbour,BS
GTC,Green Turtle,BS
HBI,Harbour Island,BS
IGA,Inagua,BS
MAY,Mangrove Cay,BS
MHH,Marsh Harbour,BS
MSK,Mastic Point,BS
MYG,Mayaguana,BS
NAS,Intl,BS
WZY,Seaplane Base,BS
PID,Paradise Island,BS
NET,New Bight,BS
NMC,Norman's Cay,BS
ELH,North Eleuthera,BS
PWN,Pitts Town,BS
PPO,Powell Point,BS
RSD,S Eleuthera,BS
RCY,Rum Cay,BS
SAQ,San Andros,BS
ZSA,San Salvador,BS
TZN,South Andros,BS
SWL,Spanish Wells,BS
AXP,Springpoint Arpt,BS
TYM,Staniel Cay,BS
SML,Estate Airstrip,BS
TBI,The Bight,BS
TCB,Treasure Cay,BS
WKR,Walker's Cay,BS
WTD,West End,BS
PBH,Paro,BT
FRW,Francistown,BW
GBE,Sir Seretse Khama,BW
GNZ,Ghanzi,BW
HUK,Hukuntsi,BW
JWA,Jwaneng,BW
BBK,Kasane,BW
KHW,Khwai River Lodge,BW
LOQ,Lobatse,BW
MUB,Maun,BW
ORP,Orapa,BW
SVT,Savuti,BW
PKW,Selebi-Phikwe,BW
SWX,Shakawe,BW
SXN,Suapan,BW
TBY,Tsabong,BW
TLD,Limpopo Valley,BW
BQT,Brest,BY
GME,Gomel,BY
GNA,Grodna,BY
MSQ,Minsk Intl 2,BY
MHP,Minsk Intl 1,BY
MVQ,Mogilev,BY
VTB,Vitebsk,BY
BZE,Philip S.W.Goldson,BZ
TZA,Belize City,BZ
BCV,Belmopan,BZ
BGK,Big Creek,BZ
CUK,Caye Caulker,BZ
CYC,Caye Chapel,BZ
CZH,Corozal,BZ
DGA,Dangriga,BZ
INB,Independence,BZ
MZE,Manatee,BZ
MDB,Melinda,BZ
ORZ,Orange Walk,BZ
PLJ,Placencia,BZ
PND,Punta Gorda,BZ
SQS,Matthew Spain,BZ
SPR,San Pedro,BZ
STU,Santa Cruz,BZ
SJX,Sartaneja,BZ
SVK,Silver Creek,BZ
YBA,Banff,CA
YBY,Bonnyville,CA
YYC,Calgary,CA
YOD,Cold Lake,CA
YCT,Coronation,CA
YYM,Cowley,CA
YDC,Industrial Airport,CA
YEG,Edmonton,CA
YEA,All airports,CA
YXD,Edmonton,CA
YED,Namao Fld,CA
YET,Edson,CA
ZFW,Fairview,CA
YOE,Falher,CA
YPY,Fort Chipewyan,CA
YMM,Fort Mcmurray,CA
YGC,Grande Cache,CA
YQU,Grande Prairie,CA
YOJ,Footner Lake,CA
ZHP,High Prairie,CA
TIL,Inverlake,CA
YJA,Metropolitan Area,CA
YJP,Jasper-Hinton,CA
YLB,Lac Biche,CA
YQL,Lethbridge,CA
YLL,Lloydminster,CA
YXH,Medicine Hat,CA
YPE,Peace River,CA
WPC,Pincher Creek,CA
YOP,Rainbow Lake,CA
YQF,Red Deer,CA
YRM,Rocky Mountain House,CA
YZH,Slave Lake,CA
YSD,Suffield,CA
YVG,Vermilion,CA
YZU,Whitecourt,CA
ZMH,108 Mile Ranch,CA
YXX,Abbotsford,CA
YAL,Alert Bay,CA
ZAA,Alice Arm,CA
YAE,Alta Lake,CA
YAA,Anahim Lake,CA
YZA,Ashcroft,CA
YBF,Bamfield,CA
YZC,Beatton River,CA
YBW,Bedwell Harbor,CA
ZEL,Bella Bella,CA
YIG,Big Bay Marina,CA
YYA,Big Bay Yacht Club,CA
XBB,Blubber Bay,CA
YBO,Bobquinn Lake,CA
YBM,Bronson Creek,CA
YBH,Bull Harbour,CA
YPZ,Burns Lake,CA
YBL,Campbell River,CA
YHH,Harbor SPB,CA
YCJ,Cape St James,CA
YCG,Castlegar,CA
YCQ,Chetwynd,CA
CJH,Chilko Lake,CA
YCW,Chilliwack,CA
YQQ,Comox,CA
YCF,Cortes Bay,CA
YCA,Courtenay,CA
YXC,Cranbrook,CA
CFQ,Creston,CA
YDQ,Dawson Creek,CA
YRD,Dean River,CA
YDL,Dease Lake,CA
YDS,Desolation Sound,CA
YDX,Doc Creek,CA
DGF,Douglas Lake,CA
DUQ,Duncan/Quam,CA
YPF,Esquimalt,CA
YEP,Estevan Point,CA
YCZ,Fairmount Springs,CA
YYE,Fort Nelson,CA
YXJ,Fort St John,CA
YGG,Ganges Harbor,CA
YGS,Germansen,CA
YGB,Gillies Bay,CA
YGE,Gorge Harbor,CA
ZGF,Grand Forks,CA
YGN,Greenway Sound,CA
YHC,Hakai Pass,CA
YTB,Hartley Bay,CA
YHE,Hope,CA
YNH,Hudson Hope,CA
YJO,Johnny Mountain,CA
YKA,Kamloops,CA
YLW,Kelowna,CA
XKO,Kemano,CA
YQE,Kimberley,CA
YKK,Kitkatla,CA
YKT,Klemtu,CA
KNV,Knights Inlet,CA
YLA,Langara,CA
YLY,Langley Regional,CA
YAJ,Lyall Harbour,CA
YAQ,Maple Bay,CA
ZMT,Masset,CA
YMB,Merritt,CA
YMR,Merry Island,CA
YAV,Miners Bay,CA
YMF,Montagne Harbor,CA
ZNU,Namu,CA
YCD,Nanaimo Arpt,CA
ZNA,Harbour,CA
YBD,New Westminster,CA
YNK,Nootka Sound,CA
ZOF,Ocean Falls,CA
YPT,Pender Harbor,CA
YYF,Penticton,CA
YPB,Port Alberni,CA
YZT,Port Hardy,CA
YMP,Port McNeil,CA
YPI,Port Simpson,CA
WPL,Powell Lake,CA
YPW,Powell River,CA
YXS,Prince George,CA
ZSW,Seal Cove,CA
YPR,Digby Island,CA
XQU,Qualicum,CA
ZQS,Queen Charlotte Is,CA
YQZ,Quesnel,CA
YRV,Revelstoke,CA
YRN,Rivers Inlet,CA
YSN,Salmon Arm,CA
YZP,Sandspit,CA
YHS,Sechelt,CA
YSX,Shearwater,CA
SYF,Silva Bay,CA
YYD,Smithers,CA
YSQ,Spring Island,CA
YSE,Squamish,CA
YSZ,Squirrel Cove,CA
ZST,Stewart,CA
YRR,Stuart Island,CA
YTC,Sturdee,CA
YTG,Sullivan Bay,CA
IUM,Summit Lake,CA
ZTS,Tahsis,CA
YTU,Tasu,CA
YTX,Telegraph Creek,CA
YBQ,Telegraph Harbour,CA
YXT,Terrace,CA
YTP,Seaplane Base,CA
YAZ,Tofino Airport,CA
YTI,Triple Island,CA
TUX,Tumbler Ridge,CA
YVR,Vancouver Intl,CA
YDT,Boundary Bay,CA
CXH,Coal Harbour,CA
YVE,Vernon,CA
YYJ,Victoria,CA
YWH,Victoria,CA
YWS,Whistler,CA
YWL,Williams Lake,CA
YNR,Arnes,CA
YBV,Berens River,CA
YDV,Bloodvein,CA
YBR,Brandon,CA
YBT,Brochet,CA
YCP,Co-op Point,CA
YCR,Cross Lake,CA
YDN,Dauphin,CA
YFO,Flin Flon,CA
YGX,Gillam,CA
YGM,Gimli,CA
YGO,Gods Narrows,CA
ZGI,Gods River,CA
XGL,Granville Lake,CA
ILF,Ilford,CA
YIV,Island Lk/Garden Hill,CA
ZJG,Jenpeg,CA
KES,Kelsey,CA
YKI,Kennosao Lake,CA
YKE,Knee Lake,CA
XLB,Lac Brochet,CA
LRQ,Laurie River,CA
YLR,Leaf Rapids,CA
ZGR,Little Grand Rapids,CA
YYL,Lynn Lake,CA
YAD,Moose Lake,CA
ZNG,Negginan,CA
YNE,Norway House,CA
YOH,Oxford House,CA
PIW,Pikwitonei,CA
XPP,Poplar River,CA
YPG,Portage La Prairie,CA
XPK,Pukatawagan,CA
YRS,Red Sucker Lake,CA
YYI,Rivers,CA
ZTM,Shamattawa,CA
YLO,Shilo,CA
XSI,South Indian Lake,CA
YST,Ste Therese Point,CA
ZJN,Swan River,CA
XTL,Tadoule Lake,CA
YQD,The Pas,CA
YTD,Thicket Portage,CA
YTH,Thompson,CA
YWG,Winnipeg,CA
ZAC,York Landing,CA
ZBF,Bathurst,CA
YCL,Charlo,CA
YFC,Fredericton,CA
YCX,Gagetown,CA
YCH,Miramichi,CA
YQM,Moncton Intl,CA
YSJ,Saint John,CA
YSL,Edmunston,CA
NWP,NS,CA
YBI,Black Tickle,CA
YZM,Buchans,CA
YRF,Cartwright,CA
YHG,Charlottetown,CA
ZUM,Churchill Falls,CA
YNF,Deer Lake,CA
YDH,Daniels Harbour,CA
YDI,Davis Inlet,CA
YDF,Deer Lake,CA
YFX,Fox Harbour (St Lewis),CA
YQX,Gander,CA
YYR,Goose Bay,CA
YHO,Hopedale,CA
YMN,Makkovik,CA
YMH,Mary's Harbour,CA
YDP,Nain,CA
YNP,Natuashish,CA
YDE,Paradise River,CA
YHA,Port Hope Simpson,CA
YSO,Postville,CA
YRG,Rigolet,CA
YSV,Saglek,CA
YAY,St Anthony,CA
YYT,St John's,CA
YJT,Stephenville,CA
YWK,Wabush,CA
YWM,Williams Harbour,CA
YDG,Digby,CA
YZX,Greenwood,CA
YAW,Shearwater,CA
YHZ,Halifax Intl,CA
YPS,Port Hawkesbury,CA
YSA,Sable Island,CA
YQY,Sydney,CA
YQI,Yarmouth,CA
LAK,Aklavik,CA
YCK,Colville Lake,CA
YWJ,Deline,CA
DVK,Diavik,CA
YOA,Ekati,CA
YGH,Fort Good Hope,CA
YJF,Fort Liard,CA
ZFM,Fort Mcpherson,CA
YFL,Fort Reliance,CA
YFR,Fort Resolution,CA
YFS,Fort Simpson,CA
YSM,Fort Smith,CA
DAS,Great Bear Lake,CA
YHY,Hay River,CA
YHI,Holman,CA
YEV,Inuvik/Mike Zubko,CA
YDU,Kasba Lake,CA
YWO,Lupin,CA
YSG,Lutselke,CA
YVQ,Norman Wells,CA
YDW,Obre Lake,CA
YPC,Paulatuk,CA
YPP,Pine Point,CA
YRA,Rae Lakes,CA
YSY,Sachs Harbour,CA
YFJ,Snare Lake,CA
GSL,Taltheilei Narrows,CA
YUB,Tuktoyaktuk,CA
ZFN,Tulita,CA
TNS,Tungsten,CA
YLE,Wha Ti,CA
YWY,Wrigley,CA
YZF,Yellowknife,CA
YLT,Alert,CA
YAB,Arctic Bay,CA
YEK,Arviat,CA
YBK,Baker Lake,CA
YCB,Cambridge Bay,CA
YTE,Cape Dorset,CA
YCS,Chesterfield Inlet,CA
YCY,Clyde River,CA
YZS,Coral Harbour,CA
YEU,Eureka,CA
YHK,Gjoa Haven,CA
YGZ,Grise Fiord,CA
YUX,Hall Beach,CA
YGT,Igloolik,CA
YFB,Iqaluit,CA
YLC,Kimmirut,CA
YBB,Kugaaruk,CA
YCO,Kugluktuk,CA
YMD,Mould Bay,CA
YSR,Nanisivik,CA
YXP,Pangnirtung,CA
YIO,Pond Inlet,CA
YVM,Qikiqtarjuaq,CA
YRT,Rankin Inlet,CA
YUT,Repulse Bay,CA
YRB,Resolute,CA
YRE,Resolution Island,CA
YSK,Sanikiluaq,CA
YYH,Taloyoak,CA
YXN,Whale Cove,CA
YAX,Angling Lake,CA
YYW,Armstrong,CA
YIB,Atikokan,CA
YAT,Attawapiskat,CA
XBE,Bearskin Lake,CA
YTL,Big Trout,CA
YBN,Borden,CA
XBR,Brockville,CA
YCI,Caribou Island,CA
YAC,Cat Lake,CA
YCE,Centralia,CA
YLD,Chapleau,CA
XCM,Chatham,CA
YCN,Cochrane,CA
YCC,Cornwall,CA
YVZ,Deer Lake,CA
YHD,Dryden,CA
YXR,Earlton,CA
YEL,Elliot Lake,CA
YFA,Fort Albany,CA
YAG,Fort Frances,CA
YFH,Fort Hope,CA
YER,Fort Severn,CA
YGQ,Geraldton,CA
YZE,Gore Bay,CA
YHM,Hamilton,CA
YHF,Hearst,CA
YHN,Hornepayne,CA
ZUC,Ignace,CA
YYU,Kapuskasing,CA
XKS,Kasabonika,CA
ZKE,Kaschechewan,CA
KEW,Keewaywin,CA
YQK,Kenora,CA
YXI,Killaloe,CA
YKD,Township Airport,CA
KIF,Kingfisher Lake,CA
YGK,Kingston,CA
YKX,Kirkland Lake,CA
YKF,Kitchener-Waterloo,CA
YLH,Lansdowne House,CA
YLX,Long Point,CA
YDK,Main Duck Island,CA
YMG,Manitouwadge,CA
YEM,East Manitoulin,CA
YSP,Marathon,CA
YMI,Minaki,CA
YMO,Moosonee,CA
YQA,Muskoka,CA
MSA,Muskrat Dam,CA
YQN,Nakina,CA
YYB,North Bay,CA
YNO,North Spirit Lake,CA
YOG,Ogoki,CA
YBS,Musselwhite,CA
YOO,Oshawa,CA
YND,Gatineau,CA
YRO,Rockcliffe St,CA
YOW,Ottawa,CA
YOS,Billy Bishop,CA
YPD,Parry Sound,CA
YPO,Peawanuck,CA
YTA,Pembroke And Area,CA
YWA,Petawawa,CA
YPQ,Peterborough,CA
YPL,Pickle Lake,CA
YPM,Pikangikum,CA
YHP,Poplar Hill,CA
YRL,Red Lake,CA
ZRJ,Round Lake,CA
ZPB,Sachigo Lake,CA
ZSJ,Sandy Lake,CA
YSI,Sans Souci,CA
YZR,Sarnia,CA
YAM,Sault Ste Marie,CA
YXL,Sioux Lookout,CA
YSS,Slate Island,CA
YSH,Smith Falls,CA
ZFL,South Trout Lake,CA
YCM,St Catharines,CA
YQS,Pembroke Area Mncpl,CA
YSB,Sudbury,CA
SUR,Summer Beaver,CA
YTJ,Terrace Bay,CA
YQT,Thunder Bay,CA
YTS,Timmins,CA
YKZ,Buttonville,CA
YTZ,Toronto Island,CA
YTO,All airports,CA
YYZ,Pearson Intl,CA
YTR,Trenton,CA
YXZ,Wawa,CA
YWP,Webequie,CA
YWR,White River,CA
YVV,Wiarton,CA
YQG,Windsor,CA
YWN,Winisk,CA
WNN,Wunnummin Lake,CA
YYG,Charlottetown,CA
YSU,Summerside,CA
AKV,Akulivik,CA
YTF,Alma,CA
YEY,Amos,CA
YAF,Asbestos Hill,CA
YPJ,Aupaluk,CA
YBG,Bagotville,CA
YBC,Baie Comeau,CA
YBJ,Baie Johan Beetz,CA
YBX,Blanc Sablon,CA
YVB,Bonaventure,CA
ZBM,Bromont,CA
YCV,Cartierville,CA
YHR,Chevery,CA
YMT,Chibougamau,CA
YKU,Chisasibi,CA
YWQ,Chute-Des-Passes,CA
YGY,Deception,CA
YDO,St Methode,CA
ZEM,East Main,CA
YFG,Fontanges,CA
YFE,Forestville,CA
YGA,Gagnon,CA
ZGS,Gethsemani,CA
YGV,Havre St Pierre,CA
YGR,Iles De La Madeleine,CA
YPH,Inukjuak,CA
YIK,Ivujivik,CA
XGR,Kangiqsualujjuaq,CA
YWB,Kangiqsujuaq,CA
YKG,Kangirsuk,CA
YAU,Kattiniq/Donaldson Lak,CA
ZKG,Kegaska,CA
XBW,Killineq,CA
YVP,Kuujjuaq,CA
YGW,Kuujjuarapik,CA
YGL,La Grande,CA
SSQ,La Sarre,CA
ZLT,La Tabatiere,CA
YLQ,La Tuque,CA
YLF,LaForges,CA
YAR,Lagrande 3,CA
YAH,Lagrande 4,CA
XLF,Leaf Bay,CA
YLS,Lebel-Sur-Quevillon,CA
YMW,Maniwaki,CA
YMC,Maricourt Airstrip,CA
YNM,Matagami,CA
YME,Matane,CA
YLP,Mingan,CA
YYY,Mont Joli,CA
YTM,La Macaza,CA
YMX,Mirabel,CA
YHU,St Hubert,CA
YUL,Elliott Trudeau,CA
YMQ,All airports,CA
YML,Charlevoix,CA
YNA,Natashquan,CA
YNS,Nemiscau,CA
YNI,Nitchequon,CA
ZFB,Old Fort Bay,CA
YIF,Pakuashipi,CA
YPN,Port Menier,CA
YPX,Puvirnituq,CA
YQC,Quaqtaq,CA
XFZ,Charny,CA
YQB,Quebec,CA
YXK,Rimouski,CA
YTN,Riviere Au Tonnerre,CA
YRI,Riviere Du Loup,CA
YRJ,Roberval,CA
YUY,Rouyn,CA
YZG,Salluit,CA
YKL,Schefferville,CA
YZV,Sept-Iles,CA
YSC,Sherbrooke,CA
YJN,St Jean,CA
ZSP,St Paul,CA
YTQ,Tasiujuaq,CA
ZTB,Tete-a-La Baleine,CA
YRQ,Trois-Rivieres,CA
YTK,Tulugak,CA
YUD,Umiujaq,CA
YVO,Val D'Or,CA
YOY,Valcartier,CA
YKQ,Waskaganish,CA
YNC,Wemindji,CA
YDR,Broadview,CA
YVT,Buffalo Narrows,CA
XCL,Cluff Lake,CA
YKC,Collins Bay,CA
YEN,Estevan,CA
ZFD,Fond Du Lac,CA
YDJ,Hatchet Lake,CA
YHB,Hudson Bay,CA
YKJ,Key Lake,CA
YKY,Kindersley,CA
KNY,Kinoosao,CA
YVC,La Ronge,CA
YLJ,Meadow Lake,CA
YMJ,Moose Jaw,CA
YQW,North Battleford,CA
ZPO,Pine House,CA
YNL,Points North Landing,CA
YPA,Prince Albert,CA
YQR,Regina,CA
YXE,Saskatoon,CA
YSF,Stony Rapids,CA
YYN,Swift Current,CA
YTT,Tisdale,CA
YBE,Uranium City,CA
ZWL,Wollaston Lake,CA
YQV,Yorkton,CA
YXQ,Beaver Creek,CA
YDB,Burwash Landings,CA
YLM,Clinton Creek,CA
YDA,Dawson City,CA
ZFA,Faro,CA
YHT,Haines Junction,CA
XMP,Macmillan Pass,CA
YMA,Mayo,CA
YOC,Old Crow,CA
XRR,Ross River,CA
YXF,Snake River,CA
YZW,Teslin,CA
YQH,Watson Lake,CA
YXY,Whitehorse,CA
CCK,Cocos Islands,CC
FDU,Bandundu,CD
BSU,Basankusu,CD
BAN,Basongo,CD
BNC,Beni,CD
BNB,Boende,CD
BOA,Boma,CD
BKY,Kamenbe,CD
BMB,Bumba,CD
BUX,Bunia,CD
BZU,Buta,CD
DIC,Dili,CD
GDJ,Gandajika,CD
BDT,Gbadolite,CD
GMA,Gemena,CD
GOM,Goma,CD
IDF,Idiofa,CD
IKL,Ikela,CD
PFR,Ilebo,CD
INO,Inongo,CD
IRP,Matari,CD
KBO,Kabalo,CD
KBN,Kabinda,CD
FMI,Kalemie,CD
KLY,Kalima,CD
KMN,Kamina,CD
KGA,Kananga,CD
KNM,Kaniama,CD
KAP,Kapanga,CD
KEC,Kasenga,CD
KGN,Kasongo Lunda,CD
KKW,Kikwit,CD
KIL,Kilwa,CD
KND,Kindu,CD
FIH,N'Djili,CD
NLO,N'Dolo,CD
KRZ,Kiri,CD
FKI,Kisangani,CD
KWZ,Kolwezi,CD
KOO,Kongolo,CD
KLI,Kota Koli,CD
LIE,Libenge,CD
LIQ,Lisala,CD
LJA,Lodja,CD
FBM,Luano,CD
LZA,Luiza,CD
LZI,Luozi,CD
LBO,Lusambo,CD
LUS,Lusanga,CD
MNO,Manono,CD
MSM,Masi Manimba,CD
MAT,Matadi,CD
MDK,Mbandaka,CD
MJM,Mbuji Mayi,CD
MNB,Moanda,CD
BDV,Moba,CD
MEW,Mweka,CD
NIO,Nioki,CD
NKL,Nkolo,CD
PUN,Punia,CD
PWO,Pweto,CD
TSH,Tshikapa,CD
YAN,Yangambi,CD
BMF,Bakouma,CF
BBY,Bambari,CF
BGU,Bangassou,CF
BGF,Bangui,CF
BTG,Batangafo,CF
BBT,Berberati,CF
IRO,Birao,CF
BSN,Bossangoa,CF
BEM,Bossembele,CF
BOP,Bouar,CF
BCF,Bouca,CF
BOZ,Bozoum,CF
BIV,Bria,CF
CRF,Carnot,CF
GDI,Gordil,CF
GDA,Gounda,CF
KWD,Kawadjia,CF
KOL,Koumala,CF
MKI,M'Boki,CF
NDL,Ndele,CF
ODA,Ouadda,CF
ODJ,Ouanda Djalle,CF
RFA,Rafai,CF
AIG,Yalinga,CF
IMO,Zemio,CF
BTB,Betou,CG
BOE,Boundji,CG
BZV,Maya Maya,CG
DJM,Djambala,CG
EPN,Epena,CG
EWO,Ewo,CG
GMM,Gamboma,CG
ION,Impfondo,CG
KEE,Kelle,CG
KNJ,Kindamba,CG
LCO,Lague,CG
LKC,Lekana,CG
DIS,Loubomo,CG
KMK,Makabana,CG
MKJ,Makoua,CG
MSX,Mossendjo,CG
MUY,Mouyondzi,CG
NKY,Nkayi,CG
OKG,Okoyo,CG
OUE,Ouesso,CG
FTX,Owando,CG
PNR,Pointe Noire,CG
SIB,Sibiti,CG
SOE,Souanke,CG
ANJ,Zanaga,CG
ACH,Altenrhein,CH
ACO,Ascona,CH
BSL,EuroAirport Swiss,CH
BRN,Belp,CH
BXO,Buochs,CH
EML,Emmen,CH
GVA,Geneve-Cointrin,CH
LUG,Lugano,CH
SIR,Sion,CH
SMV,Samedan,CH
ZRH,Zurich Intl,CH
OGO,Abengourou,CI
ABJ,Felix H. Boigny,CI
ABO,Aboisso,CI
BBV,Bereby,CI
BDK,Bondoukou,CI
BGG,Bongouanou,CI
BRZ,Borotou,CI
BYK,Bouake,CI
BQO,Bouna,CI
BXI,Boundiali,CI
BUU,Buyo,CI
DJO,Daloa,CI
DNC,Danane,CI
DIM,Dimbokro,CI
DIV,Divo,CI
FEK,Ferkessedougou,CI
GGN,Gagnoa,CI
GGO,Guiglo,CI
KTC,Katiola,CI
HGO,Korhogo,CI
LKT,Lakota,CI
XMB,M'Bahiakro,CI
MJC,Man,CI
MOK,Mankono,CI
KEO,Odienne,CI
OFI,Ouango Fitini,CI
SPY,San Pedro,CI
ZSS,Sassandra,CI
SEO,Seguela,CI
TBX,Taabo,CI
TXU,Tabou,CI
TGX,Tingrela,CI
TOZ,Touba,CI
ASK,Yamoussoukro,CI
ZUE,Zuenoula,CI
AIT,Aitutaki,CK
AIU,Atiu Island,CK
